id,product_id,product,tags,subcategory,lot_no,BPA_ng_g,BPA_percentile_ng_g,BPA_ng_serving,BPA_percentile_ng_serving,BPA_percent_tdi_14_kg_epa,BPA_percent_tdi_70_kg_epa,BPA_percent_tdi_14_kg_efsa,BPA_percent_tdi_70_kg_efsa
8144401,304,Seventh Generation Free & Clean Fragrance-Free Handwash,"personal_care,soap",personal_care,11070AM15 22:51,NO RESULT,NO RESULT,NO RESULT,NO RESULT,NO RfD,NO RfD,NO TDI,NO TDI
8154401,304,Seventh Generation Free & Clean Fragrance-Free Handwash,"personal_care,soap",personal_care,11070AM15 22:51,NO RESULT,NO RESULT,NO RESULT,NO RESULT,NO RfD,NO RfD,NO TDI,NO TDI
8154402,304,Seventh Generation Free & Clean Fragrance-Free Handwash,"personal_care,soap",personal_care,11070AM15 22:51,NO RESULT,NO RESULT,NO RESULT,NO RESULT,NO RfD,NO RfD,NO TDI,NO TDI
7090411,79,Ito En Oi Ocha Unsweetened Green Tea,"tea,beverages",tea,4:49,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091001,136,Whole Foods Non-Organic Broccoli,"produce,groceries,organic,vegetables",produce,,<1,<LOQ,<88,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091002,8,Whole Foods Organic Broccoli,"produce,groceries,organic,vegetables",produce,,<1,<LOQ,<88,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091201,26,Clover Organic Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk,organic,plastic,whole_milk",dairy,08:15 PT9 SL 06499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091202,27,Clover Organic Whole Milk in Half Gallon Carton,"dairy,carton,cow_milk,cow_milk_from_store,milk,organic,whole_milk",dairy,72 06-499,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091203,28,Straus Organic Whole Milk in Glass,"dairy,cow_milk,cow_milk_from_store,glass,milk,organic,whole_milk",dairy,10:03:58,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091301,51,Gerber Baby Food Banana in Glass,"baby_food,baby,food,glass",baby_food,4008515911 US00634,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091302,52,Gerber Baby Food Organic Carrot in Glass,"baby_food,baby,food,glass,organic",baby_food,4100515911 US00284,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091303,53,Gerber Baby Food Carrot Puree in Plastic,"baby_food,baby,food,plastic",baby_food,40135157K US7600 13:35,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091304,54,Happy Baby Baby Food Organic Carrot in Glass,"baby_food,baby,food,glass,organic",baby_food,101410947 152629/24956.02/15:01,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091401,57,Almond Breeze Original Almond Milk Unsweetened in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,06:44 #06-16681 2,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091402,58,Oatly Oatmilk Full Fat Chilled in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,UT 22:37C,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091501,64,Whole Foods Boneless Beef Ribeye Steak Pasture Raised,"meat,beef,beef_from_store,groceries",meat,,<1,<LOQ,<85,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091502,65,Whole Foods Boneless Beef Ribeye Steak Grass Fed,"meat,beef,beef_from_store,groceries",meat,,<1,<LOQ,<85,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091601,81,Driscoll's Non-Organic Strawberries,"produce,fruits,groceries,organic",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091602,82,Good Farms Organic Strawberries,"produce,fruits,groceries,organic",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091701,116,Chobani Greek Yogurt Nonfat Plain,"yogurt,dairy,non_fat",yogurt,16-012 PR1 010,<1,<LOQ,<150,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091702,117,Straus Organic Whole Milk Plain Greek Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#01 17:49:12,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091703,118,Straus Organic Whole Milk European Style Plain Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#01 07:43:32,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091801,30,KIND Dark Chocolate Nuts & Sea Salt Bar,"snacks,groceries",snacks,BC24092 B2 W3 02:02,<1,<LOQ,<40,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091901,59,Fairlife Core Power Elite 42g High Protein Shake Vanilla,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 03:28 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091902,59,Fairlife Core Power Elite 42g High Protein Shake Vanilla,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 03:28 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091903,59,Fairlife Core Power Elite 42g High Protein Shake Vanilla,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 03:28 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091904,62,Fairlife Core Power 26g Protein Shake Strawberry Banana,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 11:37 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7091905,63,Fairlife Core Power 26g Protein Shake Vanilla,"protein_drinks,beverages,protein,shakes",protein_drinks,GA 22:10 2 04-197,<1,<LOQ,<450,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7101702,31,Sweetgreen Chicken Pesto Parm Salad,"prepared_meals,salad",prepared_meals,,<1,<LOQ,<395,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7101703,32,Chipotle Burrito with Red Beans Veggies Chicken and Sour Cream,"fast_food,prepared_meals",fast_food,,<1,<LOQ,<241,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7102001,10,Costco Seasoned Rotisserie Chicken,"meat,chicken,groceries,poultry",meat,,<1,<LOQ,<85,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7102101,9,In-n-Out Cheeseburger Animal Style,"fast_food,burgers",fast_food,,<1,<LOQ,<229,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7110106,103,Unfiltered Tap Water - Y Combinator (30sec after start),"water,30_sec,sf_dogpatch,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7110107,104,Unfiltered Tap Water - Fort Mason (30sec after start),"water,30_sec,sf_marina,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7110108,105,Unfiltered Tap Water - Hayes Valley (30sec after start),"water,30_sec,sf_hayes,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7111603,83,Pier 39 Farmer's Market Strawberries,"produce,fruits,groceries",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7111803,33,Butter Chicken - SF Indian Restaurant,"prepared_meals,eat_in,restaurant_food",prepared_meals,,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7111804,34,Butter Chicken - SF Indian Restaurant - Takeout Container (45min),"prepared_meals,restaurant_food,takeout",prepared_meals,,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7112201,15,Blue Bottle Medium Roast Black Coffee from SF Ferry Building,"coffee,beverages,sf_ferry",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7112203,16,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,"coffee,beverages,sf_hayes",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7112402,2,Boudin Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120109,106,Unfiltered Tap Water - PlasticList Office (30sec after start),"water,30_sec,palo_alto,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120111,107,Brita Filtered Tap Water - Brita Pitcher 1 (directly after filtering),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120112,108,Brita Filtered Tap Water - Brita Pitcher (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120113,109,Brita Filtered Tap Water - Munchkin Cup (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120114,110,Brita Filtered Tap Water - Solo Cup (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120115,111,Brita Filtered Tap Water - Nalgene Bottle (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120116,112,Brita Filtered Tap Water - Hydro Flask (after 1hr),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120117,113,Brita Filtered Tap Water - Brita Pitcher 2 (directly after filtering),"water,filtered,palo_alto,tap_water",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7120412,80,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,"smoothies,beverages",smoothies,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7122202,18,Blue Bottle Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7122204,19,Starbucks Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7122206,21,Verve Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7123001,125,SF Ocean Water,water,water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150101,105,Unfiltered Tap Water - Hayes Valley (30sec after start),"water,30_sec,sf_hayes,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150102,405,Unfiltered Tap Water - Hayes Valley (0sec after start),"water,0_sec,sf_hayes,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150103,403,Unfiltered Tap Water - Fort Mason (0sec after start),"water,0_sec,sf_marina,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150104,104,Unfiltered Tap Water - Fort Mason (30sec after start),"water,30_sec,sf_marina,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150105,103,Unfiltered Tap Water - Y Combinator (30sec after start),"water,30_sec,sf_dogpatch,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150106,402,Unfiltered Tap Water - Y Combinator (0sec after start),"water,0_sec,sf_dogpatch,tap_water,unfiltered",water,,<1,<LOQ,<355,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150401,73,LaCroix Sparkling Water Pure,"water,beverages,sodas",water,LAB 08:22,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150402,74,LaCroix Sparkling Water Pamplemousse,"water,beverages,sodas",water,0131HY,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150403,69,Guayaki Organic Yerba Mate Bluephoria,"energy_drinks,beverages,organic,sodas",energy_drinks,NSE 15:40,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7150801,46,Whole Foods Organic Pasta Spaghetti,"dry_goods,groceries,organic",dry_goods,L3339N 23:51,<1,<LOQ,<56,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151201,100,Clover Whole Milk in Whole Gallon Jug,"dairy,cow_milk,cow_milk_from_store,milk",dairy,06-691,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151202,134,Clover Whole Milk in Half Gallon Carton,"dairy,cow_milk,cow_milk_from_store,milk",dairy,06-691,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151301,54,Happy Baby Baby Food Organic Carrot in Glass,"baby_food,baby,food,glass,organic",baby_food,101370914 152629/24956.01/16:18,<1,<LOQ,<113,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151401,57,Almond Breeze Original Almond Milk Unsweetened in Carton,"dairy_alternatives,lactose_free,milk,plant_milk",dairy_alternatives,HG3 L2 06-01,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151501,135,Whole Foods Organic Boneless Beef Ribeye Steak Grass Fed,"meat,beef,beef_from_store,groceries,organic",meat,,<1,<LOQ,<85,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151601,83,Pier 39 Farmer's Market Strawberries,"produce,fruits,groceries",produce,,<1,<LOQ,<140,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151701,116,Chobani Greek Yogurt Nonfat Plain,"yogurt,dairy,non_fat",yogurt,16-012 PR2 010,<1,<LOQ,<150,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151702,118,Straus Organic Whole Milk European Style Plain Yogurt,"yogurt,dairy,organic,whole_milk",yogurt,YBT#01 07:28:50,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151703,133,Chobani Whole Milk Plain Greek Yogurt,"yogurt,dairy,whole_milk",yogurt,16-012 PR2 010,<1,<LOQ,<170,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151801,33,Butter Chicken - SF Indian Restaurant,"prepared_meals,eat_in,restaurant_food",prepared_meals,,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151802,34,Butter Chicken - SF Indian Restaurant - Takeout Container (45min),"prepared_meals,restaurant_food,takeout",prepared_meals,,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7151803,30,KIND Dark Chocolate Nuts & Sea Salt Bar,"snacks,groceries",snacks,BC24091 B2 W3 18:12,<1,<LOQ,<40,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152001,11,Whole Foods Boneless Skinless Chicken Breast,"meat,chicken,groceries,poultry",meat,,<1,<LOQ,<112,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152002,11,Whole Foods Boneless Skinless Chicken Breast,"meat,chicken,groceries,poultry",meat,,<1,<LOQ,<112,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152003,11,Whole Foods Boneless Skinless Chicken Breast,"meat,chicken,groceries,poultry",meat,,<1,<LOQ,<112,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152201,16,Blue Bottle Medium Roast Black Coffee from SF Hayes Valley,"coffee,beverages,sf_hayes",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152202,129,Tartine Medium Roast Black Coffee,"coffee,beverages",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152203,15,Blue Bottle Medium Roast Black Coffee from SF Ferry Building,"coffee,beverages,sf_ferry",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152401,2,Boudin Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152402,3,Tartine Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152403,4,Whole Foods Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152404,4,Whole Foods Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152405,4,Whole Foods Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152501,951,Breast Milk from Milk Bank Mature Grade,"breast_milk,baby,milk",breast_milk,,<1,<LOQ,<152,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7152502,950,Breast Milk from Milk Bank Hospital Grade,"breast_milk,baby,milk",breast_milk,,<1,<LOQ,<152,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7160501,68,Whole Foods Organic Long Grain White Rice,"dry_goods,groceries,organic",dry_goods,,<1,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7160701,47,Whole Foods Organic Creamy Peanut Butter Unsweetened Unsalted,"peanut_butter,modern,organic",peanut_butter,TB4080A 16:52,<1,<LOQ,<32,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7162201,20,Philz Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7162601,13,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Paper,"chocolate,groceries,modern",chocolate,G487432,<1,<LOQ,<32,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7162602,13,Ghirardelli Intense Dark 72% Cacao Dark Chocolate in Paper,"chocolate,groceries,modern",chocolate,G487412,<1,<LOQ,<32,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7162904,123,Good & Gather Granulated Sugar,"dry_goods,groceries,modern,sugar",dry_goods,HLB 24 106 21,<1,<LOQ,<8,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7162905,124,Ritz Crackers Original,"snacks,cracker,groceries,modern",snacks,AZ210-2 20:43,<1,<LOQ,<16,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170201,89,Nature Made Prenatal Folic Acid + DHA Supplement,"supplements,baby,health,pills,vitamins",supplements,2565174,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170401,80,Jamba Juice Fruit Smoothie with Soymilk Acai Berries and Sherbet,"smoothies,beverages",smoothies,,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170402,78,Red Bull Energy Drink Original,"energy_drinks,beverages,sodas",energy_drinks,Hd2 2272186/06:33,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170403,75,Celsius Sparkling Drink Wildberry,"energy_drinks,beverages,sodas",energy_drinks,MFG 3233 12:27 DP13,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170404,76,Celsius Sparkling Orange,"energy_drinks,beverages,sodas",energy_drinks,MFG 0504 19:00 DP13,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170405,77,Celsius Sparkling Drink Kiwi Guava,"energy_drinks,beverages,sodas",energy_drinks,MFG 2643 2350 PO 2,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170406,70,Coca-Cola Original,"sodas,beverages",sodas,UVG13571N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170407,72,Coca-Cola Zero,"sodas,beverages",sodas,UVB17192N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170408,71,Coca-Cola Diet,"sodas,beverages",sodas,UVB0826N,<1,<LOQ,<370,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170601,49,Colgate Cavity Protection Fluoride Toothpaste Regular Flavor,"personal_care,dental",personal_care,4066MX111E,<5,<LOQ,<5,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170602,50,Colgate 360 Extra Soft Toothbrush for Sensitive Teeth,"personal_care,dental",personal_care,4018CH30V,<33,<LOQ,<33,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170801,46,Whole Foods Organic Pasta Spaghetti,"dry_goods,groceries,organic",dry_goods,L4053N,<1,<LOQ,<56,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7170901,1,Enfamil Neuro Pro 587g Infant Formula (Tub),"baby_food,baby,formula",baby_food,EE3HAU,<1,<LOQ,<22,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7171801,35,Big Tech Campus Dining Meal,prepared_meals,prepared_meals,,<1,<LOQ,<474,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7171802,35,Big Tech Campus Dining Meal,prepared_meals,prepared_meals,,<1,<LOQ,<474,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7171803,35,Big Tech Campus Dining Meal,prepared_meals,prepared_meals,,<1,<LOQ,<474,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7172003,18,Blue Bottle Medium Roast Black Coffee from Palo Alto,"coffee,beverages,palo_alto",coffee,,<1,<LOQ,<237,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7172401,4,Whole Foods Sourdough Bread,"bread,groceries",bread,,<1,<LOQ,<64,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7180501,68,Whole Foods Organic Long Grain White Rice,"dry_goods,groceries,organic",dry_goods,,<1,<LOQ,<45,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
7181201,29,Raw Cow Milk from Farm in Glass,"dairy,cow_milk,cow_milk_from_farm,farm,glass,milk,raw_cow_milk",dairy,,<1,<LOQ,<240,<LOQ,<LOQ,<LOQ,<LOQ,<LOQ
